source_page,year,pdf_url,local_path,bytes,sha256
Special,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/11-8-2021.pdf,Special/2021/11-8-2021.pdf,110178,4bd0219d9f4162c005f49a8c4d522127ab5d5f36610deb08885c4f3eda8ca5d9
Special,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/11-29-2021.pdf,Special/2021/11-29-2021.pdf,372980,89764dc48b5eef613d2bf2d33cb7073142693f29dcdcd8b7c64a1fc54b597c07
Special,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/Special-Meeting-February-3-2020.pdf,Special/2020/Special-Meeting-February-3-2020.pdf,317420,8c5e6ea21f7c811aa06d7bb757795bc63d8d8ce1932474d6310a4e69c8bfd4d0
Special,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/9-10-2020-Special.pdf,Special/2020/9-10-2020-Special.pdf,872483,0c4e676644985ff90b655976d14e6e66e0ad9a447f049ee6b43fc37bc3e7d1cd
Special,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/10-29-2020-Special-Meeting.pdf,Special/2020/10-29-2020-Special-Meeting.pdf,542681,5e8be7f53feb46bda48589f41261afc62b1d73f2471f506ee1b3018c97d81dd9
Special_Archive,2016,https://commercialpointohio.gov/CPMiscForms/2016-Annual-Drinking-Water-Quality-Report.pdf,Special_Archive/2016/2016-Annual-Drinking-Water-Quality-Report.pdf,913542,8e5bb1c79f3aa8be310d7b0802db77815cc9951ebf064d6cc3bcf4371f3cc98e
Special_Archive,2017,https://commercialpointohio.gov/CPMiscForms/2017-VOCP-Water-Quality-Report.pdf,Special_Archive/2017/2017-VOCP-Water-Quality-Report.pdf,1012105,b9deee064b700b071d77fe5fc49956576e07d1729f6b0ce81bca4710a8749d35
Special_Archive,2018,https://commercialpointohio.gov/CPMiscForms/2018-VOCP-Water-Quality-Report.pdf,Special_Archive/2018/2018-VOCP-Water-Quality-Report.pdf,1041684,7e96d4c3817cbfd22a57b8a30f7dd7cacc1e4df3c9e86fa62107501fcbc06542
Special_Archive,2019,https://www.commercialpointohio.gov/CPMiscForms/2019.pdf,Special_Archive/2019/2019.pdf,1038208,3171deb47367eb83cf4669a863bbf52ef9df2a55ecf1b3544b42242997538a7c
Special_Archive,2020,https://www.commercialpointohio.gov/CPMiscForms/CCR2020.pdf,Special_Archive/2020/CCR2020.pdf,1642389,ab6d9d02595f3f7619aad56bd6cfab898be4f996e5e79af35e63497b208ca31f
Special_Archive,2021,https://www.commercialpointohio.gov/CPMiscForms/CCR%202021.pdf,Special_Archive/2021/CCR_202021.pdf,351246,941129273e35ee4769540a50238ed23f5f38f434b1a7156f8e52c3e8f7ed4b00
Special_Archive,2022,https://www.commercialpointohio.gov/CPMiscForms/2022-CCR.pdf,Special_Archive/2022/2022-CCR.pdf,229924,b1c771ef73f52b675fdd814bc6825f1d030f14ae6a87b2c68664dc905865073d
Special_Archive,2023,http://www.commercialpointohio.gov/wp-content/uploads/2025/06/2023-Water-Quality-Report.pdf,Special_Archive/2023/2023-Water-Quality-Report.pdf,1857528,378e9993f9746a3b870edacadad782c2f01da4f2ed839789ca4e56b7b90ac353
Special_Archive,2024,http://www.commercialpointohio.gov/wp-content/uploads/2025/06/CCR-2024.pdf,Special_Archive/2024/CCR-2024.pdf,249642,99cf9f5c6df278c9505df8b8f3a330dcfa8c26ea1f64d26b85e114271e2f2367
Special_Archive,2024,https://www.commercialpointohio.gov/CPMeetings/Special/2024/Special%20Meeting-1-22-2024.pdf,Special_Archive/2024/Special_20Meeting-1-22-2024.pdf,390588,74f677bac9c50f045b193213c26cd3944ad487631d0ae4b42498c7c733f62067
Special_Archive,2024,https://www.commercialpointohio.gov/CPMeetings/Special/2024/2-26-24-Special-Council.pdf,Special_Archive/2024/2-26-24-Special-Council.pdf,483138,a19626103005da75d104608499ff6e5491da3e89beb5deb5dd87c21097958f2e
Special_Archive,2024,https://www.commercialpointohio.gov/CPMeetings/Special/2024/3-18-24-Special.pdf,Special_Archive/2024/3-18-24-Special.pdf,619927,b6e7bb2334a029f3bc31ddc05459dae7b30b200f4ebf4fc6bfb95bac67b80fa2
Special_Archive,2024,https://www.commercialpointohio.gov/CPMeetings/Special/2024/4-15-24-Special-Meeting-Min.pdf,Special_Archive/2024/4-15-24-Special-Meeting-Min.pdf,810698,23cf3ac4326f47922355ee81c74ad57739fbd1f8a8d053f648dd85cfa93f39e8
Special_Archive,2024,https://www.commercialpointohio.gov/CPMeetings/Special/2024/5-20-Special-Council.pdf,Special_Archive/2024/5-20-Special-Council.pdf,445416,da7dc179edd66f38dae9fcd98f1b7ceb7795c317e48f02a2632967a7660a9ab0
Special_Archive,2023,https://www.commercialpointohio.gov/CPMeetings/Special/2023/2-27.pdf,Special_Archive/2023/2-27.pdf,35207,042ed7cfedadb3e293f03441b95505fcb3076881ddf354b1953d3248a2c88359
Special_Archive,2023,https://www.commercialpointohio.gov/CPMeetings/Special/2023/4-11-23-council-min.pdf,Special_Archive/2023/4-11-23-council-min.pdf,3313931,d6babd8a6b18271e0a2422cc2375772a5b5da30f46735e372dfec28b9a8cea03
Special_Archive,2023,https://www.commercialpointohio.gov/CPMeetings/Special/2023/Special-Council-Meeting-9-18-2023.pdf,Special_Archive/2023/Special-Council-Meeting-9-18-2023.pdf,1125407,b2646d801b4c9303ce3d417533294da1acb67bc792f46fabc042430fc6f741c6
Special_Archive,2023,https://www.commercialpointohio.gov/CPMeetings/Special/2023/10-16-special.pdf,Special_Archive/2023/10-16-special.pdf,58092,0c0cd5318a6451e9cd8008b18d400d641fa9e71951df16980a96b1b473b919fb
Special_Archive,2022,https://www.commercialpointohio.gov/CPMeetings/Special/2022/January-6-2022.pdf,Special_Archive/2022/January-6-2022.pdf,68345,16cfb9890c745342efbc55a99f0d0738d0e11e08081441ce968b94938d5a5af2
Special_Archive,2022,https://www.commercialpointohio.gov/CPMeetings/Special/2022/1-18-2022.pdf,Special_Archive/2022/1-18-2022.pdf,308316,f88f5ab9a2807897dcf2e0a4962527b8318ea2f359fe115234d2324a14cf5d36
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/2-22-Special-Meeting.pdf,Special_Archive/2021/2-22-Special-Meeting.pdf,1041816,29a575042c1b325464254bfef9745478b99cebb711068434e19fa8222fbb7746
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/8-23-2021.pdf,Special_Archive/2021/8-23-2021.pdf,509556,8594bfca5bfe35371c8cc6960ea5550db6625dca9f83319f22d0f42ec63a58c3
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/9-23-special.pdf,Special_Archive/2021/9-23-special.pdf,65444,be0e475d7614eb800e0c93607864afd4de1bce55c9a2bda9e9637320fdd1d2b9
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/10-25-2021.pdf,Special_Archive/2021/10-25-2021.pdf,163417,74553b14e75b54a478fd9f7e3a68f951d2cb86dc075923d14343dc761c0affa9
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/11-8-2021.pdf,Special_Archive/2021/11-8-2021.pdf,110178,4bd0219d9f4162c005f49a8c4d522127ab5d5f36610deb08885c4f3eda8ca5d9
Special_Archive,2021,https://www.commercialpointohio.gov/CPMeetings/Special/2021/11-29-2021.pdf,Special_Archive/2021/11-29-2021.pdf,372980,89764dc48b5eef613d2bf2d33cb7073142693f29dcdcd8b7c64a1fc54b597c07
Special_Archive,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/Special-Meeting-February-3-2020.pdf,Special_Archive/2020/Special-Meeting-February-3-2020.pdf,317420,8c5e6ea21f7c811aa06d7bb757795bc63d8d8ce1932474d6310a4e69c8bfd4d0
Special_Archive,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/9-10-2020-Special.pdf,Special_Archive/2020/9-10-2020-Special.pdf,872483,0c4e676644985ff90b655976d14e6e66e0ad9a447f049ee6b43fc37bc3e7d1cd
Special_Archive,2020,https://www.commercialpointohio.gov/CPMeetings/Special/2020/10-29-2020-Special-Meeting.pdf,Special_Archive/2020/10-29-2020-Special-Meeting.pdf,542681,5e8be7f53feb46bda48589f41261afc62b1d73f2471f506ee1b3018c97d81dd9
COW,2016,https://commercialpointohio.gov/CPMiscForms/2016-Annual-Drinking-Water-Quality-Report.pdf,COW/2016/2016-Annual-Drinking-Water-Quality-Report.pdf,913542,8e5bb1c79f3aa8be310d7b0802db77815cc9951ebf064d6cc3bcf4371f3cc98e
COW,2017,https://commercialpointohio.gov/CPMiscForms/2017-VOCP-Water-Quality-Report.pdf,COW/2017/2017-VOCP-Water-Quality-Report.pdf,1012105,b9deee064b700b071d77fe5fc49956576e07d1729f6b0ce81bca4710a8749d35
COW,2018,https://commercialpointohio.gov/CPMiscForms/2018-VOCP-Water-Quality-Report.pdf,COW/2018/2018-VOCP-Water-Quality-Report.pdf,1041684,7e96d4c3817cbfd22a57b8a30f7dd7cacc1e4df3c9e86fa62107501fcbc06542
COW,2019,https://www.commercialpointohio.gov/CPMiscForms/2019.pdf,COW/2019/2019.pdf,1038208,3171deb47367eb83cf4669a863bbf52ef9df2a55ecf1b3544b42242997538a7c
COW,2020,https://www.commercialpointohio.gov/CPMiscForms/CCR2020.pdf,COW/2020/CCR2020.pdf,1642389,ab6d9d02595f3f7619aad56bd6cfab898be4f996e5e79af35e63497b208ca31f
COW,2021,https://www.commercialpointohio.gov/CPMiscForms/CCR%202021.pdf,COW/2021/CCR_202021.pdf,351246,941129273e35ee4769540a50238ed23f5f38f434b1a7156f8e52c3e8f7ed4b00
COW,2022,https://www.commercialpointohio.gov/CPMiscForms/2022-CCR.pdf,COW/2022/2022-CCR.pdf,229924,b1c771ef73f52b675fdd814bc6825f1d030f14ae6a87b2c68664dc905865073d
COW,2023,http://www.commercialpointohio.gov/wp-content/uploads/2025/06/2023-Water-Quality-Report.pdf,COW/2023/2023-Water-Quality-Report.pdf,1857528,378e9993f9746a3b870edacadad782c2f01da4f2ed839789ca4e56b7b90ac353
COW,2024,http://www.commercialpointohio.gov/wp-content/uploads/2025/06/CCR-2024.pdf,COW/2024/CCR-2024.pdf,249642,99cf9f5c6df278c9505df8b8f3a330dcfa8c26ea1f64d26b85e114271e2f2367
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/02/1-27-24-cow.pdf,COW/2025/1-27-24-cow.pdf,2569567,2d470491486e93340b3bf00ba64b2ae2336a256c8dd3c2401b427d07bbf8da1e
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/04/2-24-25-cow.pdf,COW/2025/2-24-25-cow.pdf,1316703,fb950acc7e79f7dac9d5372064e49320dd90ac5fd520acdd38f5d7fe9e42daad
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/04/3-17-25-cow.pdf,COW/2025/3-17-25-cow.pdf,1403997,328a321b69f9a39aed80425f9550607e671da27f2e316ca659739bfa7986fa0b
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/05/cow-4-21-25.pdf,COW/2025/cow-4-21-25.pdf,884354,e41926ea94465eb4bdf81d28b4de57efcfd7937d06f0323288620fd80a0a775f
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/06/COW-5-19-1.pdf,COW/2025/COW-5-19-1.pdf,2042968,0e601727e27ea6d95f3d17473df4b8fbd151d0152590b10512059cf70541636d
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/08/6-16-25-cow.pdf,COW/2025/6-16-25-cow.pdf,835582,a02aac1c8184fdeb5cf64cb1a9d964e0b395877da2f1014a20ee655d53553119
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/08/COW-7-21.pdf,COW/2025/COW-7-21.pdf,1882875,6a8bec691571a17c42909d35e4b02f954f9595e3a035a85d908996b8a862919f
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/10/8-18-25-cow.pdf,COW/2025/8-18-25-cow.pdf,988880,1f5b92edf7687c31ec71094eb947dba327f4544115fa8ce1f503ab9bd7f93fe1
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/10/9-22-2025.pdf,COW/2025/9-22-2025.pdf,1753097,45d9d845abfb5606f7a6421e77dfc1ea4ea84e65d18dcefa6142dc54a4fc71cd
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2025/11/10-20-25-cow.pdf,COW/2025/10-20-25-cow.pdf,1241245,d9b5416a7eace69466922b1c347615894c5bffa70c1b152489d5254e0d9ba7c2
COW,2025,http://www.commercialpointohio.gov/wp-content/uploads/2026/02/12-15-2025.pdf,COW/2025/12-15-2025.pdf,1335240,38ab447d8922b5c27dff2236a814e4927676c8e378ffebfc5138670f6d43eb1a
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/COW-1-22-24.pdf,COW/2024/COW-1-22-24.pdf,2459713,27d9c182401a164266ff0514232d3fdeffd2b640cf94d84163e778d457c35735
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/2-26-24-COW.pdf,COW/2024/2-26-24-COW.pdf,586593,559df747b269224f5f8f65b808b4a6e32c18a80b5b6c811be5c70690e717032a
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/COW-3-18.pdf,COW/2024/COW-3-18.pdf,1663409,4e72268dccf5fdde159f230d723d6347ba772261486996cb070352717c948a27
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/4-15-24-COW.pdf,COW/2024/4-15-24-COW.pdf,1426851,7aa9029706f601e475fed081714cad5cbee036f2481350e782aa963967d044e0
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/5-20-24-COW.pdf,COW/2024/5-20-24-COW.pdf,1382807,a204952f52283f91163e9e174015497138442709138189a34358b52de532130f
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/COW-6-17-24.pdf,COW/2024/COW-6-17-24.pdf,1421609,5e4551c3ca3d69ff1ff1bb79aa160da730adb44a85a1ab71d338ef4745fb1894
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/cow-7-15.pdf,COW/2024/cow-7-15.pdf,1434107,8919d993580ccc7dc5283707143e150b545faa375dcb31b85a08ae87d611ac2e
COW,2024,http://www.commercialpointohio.gov/wp-content/uploads/2024/10/8-19-24-cow.pdf,COW/2024/8-19-24-cow.pdf,2589072,f4561779feaff7b8eba9a4b0aa91633dd278047c3b63be83477b9bb407cf8cf1
COW,2024,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2024/9-23-cow.pdf,COW/2024/9-23-cow.pdf,276437,9beb700e1313ab5486e08357f9452c20fa11873b98bac2065233edf9b1a62e33
COW,2024,http://www.commercialpointohio.gov/wp-content/uploads/2024/11/cow.pdf,COW/2024/cow.pdf,1184056,8d445748a5b58b5a1f62f6701c0bbf2cefab061d1dea3f1ea89c09a780e72be3
COW,2024,http://www.commercialpointohio.gov/wp-content/uploads/2025/01/11-18-24.pdf,COW/2024/11-18-24.pdf,1643475,59d5a6dd66ecd6c810350a10feca3e798cfadc4566cbf3787cbd1ec385ebe759
COW,2024,http://www.commercialpointohio.gov/wp-content/uploads/2025/02/12-16-24-cow.pdf,COW/2024/12-16-24-cow.pdf,2179901,e9c3aef203e7fd6b1c7267b84a4b0aa7446e14f7383371b78ee613b70524f31a
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/1-23.pdf,COW/2023/1-23.pdf,201242,2ac1e472c0e702644e8401daa0129e20927e58ceb9bd84ac9da610f843b51981
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/2-27.pdf,COW/2023/2-27.pdf,126938,c1c3b2e4b209fc237a1a5779383ea0f6b7bc2da614a5989e0c75ae7cb6464955
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/3-20-COW.pdf,COW/2023/3-20-COW.pdf,304493,05ea2ead4270d8838530f177e1538072ad0262e87875ea48d5a2e55539d1fa6b
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/4-17-2023.pdf,COW/2023/4-17-2023.pdf,405565,75769fc29e7994bbbcd56c28cd5f41c8a9bdb21f6c917ca516b7649807937a20
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/5-15-2023.pdf,COW/2023/5-15-2023.pdf,128205,cfbb581554f1ee7c1719da9572ef494455ef00a04b3d8956c58124f13c89f0b8
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/6-19-23-COW.pdf,COW/2023/6-19-23-COW.pdf,2649990,601c139c23c50b7638018fe07901a8951703d02d7dcd7a51cd2aec9bff92a16d
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/7-24-23-COW.pdf,COW/2023/7-24-23-COW.pdf,898275,5ff6a70dfed403c1dcb62f50912fb76d0dfd9ec423a8354411ac57585854b9f6
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/8-21-cow.pdf,COW/2023/8-21-cow.pdf,1658412,f37e7449fcce44985ed3534ce904be535567551fed78abf2f58bfad522629f9f
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/COW-9-18-2023.pdf,COW/2023/COW-9-18-2023.pdf,1140443,96356fcd117ece92d7c7430e48ecbc4232122aaad552bbf701f721db448b9c2d
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/10-16-2023.pdf,COW/2023/10-16-2023.pdf,266335,bae85f27f1c791acf1de401e9f5e18492106ca5e7d6c0e004fcd3156c6c2e7de
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/11-20-23.pdf,COW/2023/11-20-23.pdf,82528,2bb29138cbad8dcbb3fcca813a766c570dd76752f62713643216dee137c0d685
COW,2023,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2023/12-18-2023-COW.pdf,COW/2023/12-18-2023-COW.pdf,1939817,88c7d785058c7be5e4775e830dbc33fe0b785474589669a94356d9de1a6a5b97
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/1-24-2022.pdf,COW/2022/1-24-2022.pdf,26427,0eb9c8fa461808edc00a1e50fbd5e67e7142b6e08ad6ae6cc112d8295656687a
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/2-28.pdf,COW/2022/2-28.pdf,135112,08d8c71911aa7e3cfca3efa767b24e67c7c7b6fa3763f1983b3f83a4447daae4
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/3-21-cow.pdf,COW/2022/3-21-cow.pdf,76781,e395449f063155978f64556cd5a99a0f8f15d78cfe185fa9e7261a876ab9b7ed
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/4-18-2022.pdf,COW/2022/4-18-2022.pdf,179954,6aad8584e0a6a4f1f8f7aa7c514b1c67acd5086dbbf0e8e50fed6e87200b5524
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/cow-5-16 (2).pdf,COW/2022/cow-5-16_2_.pdf,113321,ccae1d64187ce11395715555dfabe6eff2430aedda165f59f35b80cbdb549b0a
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/cow-6-20-22.pdf,COW/2022/cow-6-20-22.pdf,202236,4198c99d7e48a4692176b1962283ee9b789abab5153ae41baabee6f84056969b
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/7-18-22.pdf,COW/2022/7-18-22.pdf,268195,2449aeff2ecd3bf7a69f90431da96fa944e9c94a66d38c56fff76977f1a2f42e
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/8-15-22.pdf,COW/2022/8-15-22.pdf,260285,587b4c7019cf8ae59c85374bc64e6236d7b11f6e4ae781138274ef64a6e245fe
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/9-16.pdf,COW/2022/9-16.pdf,262658,0856116593197dc7c02d2f9b27e1d285ad2a1cb49fbef0f7955d88576ddde759
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/10-17-22.pdf,COW/2022/10-17-22.pdf,256416,2647e2d1ff6073e367d94196861c1c67777273405314c30b07fa963363b36db7
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/COW-11-21-22.pdf,COW/2022/COW-11-21-22.pdf,319828,f1c136f00295e2059331baf15ffc9b119e901ccf5e92054c32836a8c4b098434
COW,2022,https://www.commercialpointohio.gov/CPMeetings/Council-of-the-whole/2022/COW-12-19-22.pdf,COW/2022/COW-12-19-22.pdf,250620,9e7aee57b47d1d7ef90ff4f0f0aaa0aa83878cc4b5d39b45697c5f86faad1a93
COW,2026,http://www.commercialpointohio.gov/wp-content/uploads/2026/03/2-23-COW.pdf,COW/2026/2-23-COW.pdf,1538055,6d11887c2f04e8c1ebed29b118d0d7b6fddc161399603fca65c8889cc5d24ad3
